日付,都道府県,学校種,学校名,試験名,試験地,住所,時間
2026/01/27,東京都,中学校,渋谷教育学園渋谷,帰国,本校,東京都渋谷区渋谷1-21-18,
2026/01/27,東京都,高等学校,東京都立一橋高等学校,推薦,本校,東京都千代田区東神田1-12-13,
2026/01/27,東京都,高等学校,東京都立日比谷高等学校,推薦,本校,東京都千代田区永田町2-16-1,
2026/01/27,東京都,高等学校,東京都立三田高等学校,推薦,本校,東京都港区三田1-4-46,
2026/01/27,東京都,高等学校,東京都立大崎高等学校,推薦,本校,東京都品川区豊町2-1-7,
2026/01/27,東京都,高等学校,東京都立八潮高等学校,推薦,本校,東京都品川区東品川3-27-22,
2026/01/27,東京都,高等学校,東京都立小山台高等学校,推薦,本校,東京都品川区小山3-3-32,
2026/01/27,東京都,高等学校,東京都立雪谷高等学校,推薦,本校,東京都大田区久が原1-14-1,
2026/01/27,東京都,高等学校,東京都立大森高等学校,推薦,本校,東京都大田区西蒲田2-2-1,
2026/01/27,東京都,高等学校,東京都立田園調布高等学校,推薦,本校,東京都大田区田園調布南27-1,
2026/01/27,東京都,高等学校,東京都立蒲田高等学校,推薦,本校,東京都大田区蒲田本町1-1-30,
2026/01/27,東京都,高等学校,東京都立つばさ総合高等学校,推薦,本校,東京都大田区本羽田3-11-5,
2026/01/27,東京都,高等学校,東京都立六本木高等学校,推薦,本校,東京都港区六本木6-16-36,
2026/01/27,東京都,高等学校,東京都立六郷工科高等学校,推薦,本校,東京都大田区東六郷2-18-2,
2026/01/27,東京都,高等学校,東京都立美原高等学校,推薦,本校,東京都大田区大森東1-33-1,
2026/01/27,東京都,高等学校,東京都立芝商業高等学校,推薦,本校,東京都港区海岸1-8-25,
2026/01/27,東京都,高等学校,東京都立大田桜台高等学校,推薦,本校,東京都大田区中馬込3-11-10,
2026/01/27,東京都,高等学校,東京都立戸山高等学校,推薦,本校,東京都新宿区戸山3-19-1,
2026/01/27,東京都,高等学校,東京都立駒場高等学校,推薦,本校,東京都目黒区大橋2-18-1,
2026/01/27,東京都,高等学校,東京都立目黒高等学校,推薦,本校,東京都目黒区祐天寺2-7-15,
2026/01/27,東京都,高等学校,東京都立新宿高等学校,推薦,本校,東京都新宿区内藤町11-4,
2026/01/27,東京都,高等学校,東京都立青山高等学校,推薦,本校,東京都渋谷区神宮前2-1-8,
2026/01/27,東京都,高等学校,東京都立広尾高等学校,推薦,本校,東京都渋谷区東4-14-14,
